Income,Age,Kidhome,Teenhome,Complain,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Response,AcceptedCmpOverall,MntWines,MntSweetProducts,MntFruits,MntMeatProducts,MntFishProducts,MntGoldProds,MntRegularProds,MntTotal,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Customer_Days,relationship_Status,education_Level
50150.0,37,0,0,0,0,0,0,0,0,0,0,135,61,46,92,65,11,388,399,2,5,2,7,5,2533,4.0,4.0
47823.0,60,0,1,0,0,0,0,0,0,0,0,53,1,1,5,2,10,52,62,2,2,0,3,8,2500,0.0,3.0
34554.0,61,0,1,0,0,0,0,0,0,0,0,41,0,1,6,2,5,45,50,2,2,0,3,6,2250,0.0,4.0
85693.0,41,0,1,0,0,0,0,0,0,0,0,386,132,172,183,185,111,947,1058,2,9,5,11,5,2594,3.0,1.0
65846.0,75,0,0,0,0,0,0,0,0,0,0,562,40,81,276,80,81,958,1039,1,6,3,6,4,2567,4.0,4.0
87195.0,61,0,0,0,0,0,0,0,0,1,0,217,26,76,690,50,38,1021,1059,1,3,11,5,1,2211,4.0,1.0
24594.0,41,1,0,0,0,0,0,0,0,0,0,1,0,3,6,10,9,11,20,1,1,0,3,5,2360,3.0,0.0
49096.0,56,1,1,0,0,0,0,0,0,0,0,144,1,1,32,2,7,173,180,4,4,1,4,7,2437,4.0,1.0
52413.0,51,0,2,0,0,0,0,0,0,0,0,295,98,106,271,75,65,780,845,4,6,4,12,6,2671,4.0,1.0
38557.0,42,1,0,0,0,0,0,0,0,0,0,76,4,3,31,4,27,91,118,2,3,1,3,7,2716,0.0,1.0
89058.0,60,0,0,0,0,0,0,0,0,0,0,454,22,194,106,31,43,764,807,1,5,4,4,2,2728,4.0,2.0
77298.0,41,0,1,0,0,0,0,0,0,0,0,425,35,115,292,23,79,811,890,1,6,6,11,3,2398,3.0,1.0
68126.0,29,0,0,0,0,0,0,1,0,1,1,1332,51,17,311,23,86,1648,1734,1,7,4,5,9,2755,0.0,4.0
57288.0,57,0,1,0,0,0,0,1,0,0,1,527,0,0,21,0,60,488,548,3,8,1,8,6,2163,3.0,2.0
86037.0,29,0,0,0,0,0,0,1,1,1,2,490,20,44,125,29,22,686,708,1,6,7,11,3,2702,0.0,1.0
43974.0,40,1,0,0,0,0,0,0,0,0,0,378,0,0,101,0,72,407,479,5,6,4,6,7,2723,4.0,4.0
50785.0,58,1,1,0,0,0,0,0,0,0,0,64,1,1,21,0,27,60,87,2,2,1,3,6,2451,0.0,1.0
90765.0,50,0,0,0,1,0,0,0,1,0,2,547,82,99,812,151,33,1658,1691,0,4,6,5,1,2315,4.0,1.0
36550.0,42,1,0,0,0,0,0,0,0,0,0,47,103,90,94,123,120,337,457,5,9,1,5,9,2654,4.0,3.0
30753.0,53,1,1,0,0,0,0,0,0,0,0,12,9,5,25,0,30,21,51,2,1,1,3,5,2512,3.0,3.0
21918.0,51,1,0,0,0,0,0,0,0,0,0,1,5,6,7,11,3,27,30,2,2,0,3,6,2386,3.0,1.0
56129.0,67,0,1,0,0,0,0,0,0,0,0,320,72,48,133,39,48,564,612,4,6,2,10,4,2533,3.0,2.0
32557.0,53,1,0,0,0,0,0,0,0,1,0,34,4,3,29,0,10,60,70,3,2,1,3,5,2284,0.0,2.0
19510.0,35,2,0,0,0,0,0,0,0,0,0,9,4,0,7,3,7,16,23,2,1,0,3,7,2457,4.0,2.0
30992.0,44,1,0,0,0,0,0,0,0,0,0,17,3,0,14,7,2,39,41,1,1,0,3,7,2592,1.0,1.0
101970.0,37,0,0,0,1,0,0,1,1,1,3,722,72,27,102,44,168,799,967,0,6,8,13,2,2633,0.0,1.0
71488.0,55,0,0,0,0,0,0,0,0,0,0,162,28,33,124,40,172,215,387,2,3,4,7,1,2655,3.0,3.0
79607.0,36,0,0,0,0,0,0,0,0,1,0,450,0,133,951,173,216,1491,1707,1,3,6,6,1,2593,0.0,1.0
54348.0,67,1,1,0,0,0,0,0,0,0,0,70,0,0,16,0,4,82,86,2,2,0,4,6,2180,4.0,2.0
77376.0,64,1,1,0,0,0,0,0,0,0,0,492,12,19,110,16,12,637,649,4,6,3,10,4,2209,3.0,4.0
62998.0,68,0,1,0,0,0,0,0,0,0,0,120,89,58,73,65,58,347,405,5,5,4,5,5,2431,4.0,1.0
61331.0,62,1,1,0,0,0,0,0,0,0,0,534,5,5,47,0,41,550,591,5,11,1,6,8,2635,0.0,2.0
73448.0,51,0,0,0,0,0,0,0,0,0,0,236,41,106,189,23,130,465,595,1,7,2,9,4,2298,4.0,1.0
41551.0,56,1,1,0,0,0,0,0,0,0,0,220,0,0,33,3,23,233,256,5,5,1,5,8,2478,4.0,4.0
62981.0,53,0,0,0,0,0,0,1,0,0,1,796,44,14,590,38,0,1482,1482,1,4,5,13,3,2628,3.0,4.0
9548.0,44,1,0,0,0,0,0,0,0,0,0,0,6,1,3,10,9,11,20,2,1,0,3,8,2849,1.0,0.0
33762.0,61,2,1,0,0,0,0,0,0,0,0,53,0,1,34,2,16,74,90,3,2,2,2,8,2516,4.0,4.0
35860.0,47,1,1,0,0,0,1,0,0,1,1,15,2,0,8,4,20,9,29,2,1,1,2,5,2200,0.0,4.0
36921.0,55,1,1,0,0,0,0,0,0,0,0,17,1,1,12,3,4,30,34,2,2,0,3,7,2495,1.0,4.0
92859.0,28,0,0,0,0,0,0,0,0,0,0,962,61,61,921,52,20,2037,2057,1,5,4,12,2,2777,0.0,2.0
65104.0,44,0,1,0,0,0,0,0,0,1,0,738,20,0,232,13,50,953,1003,2,3,5,7,7,2386,3.0,2.0
86111.0,58,0,0,0,0,0,0,0,0,0,0,399,40,28,756,36,126,1133,1259,1,5,7,10,2,2595,4.0,1.0
68352.0,46,0,1,0,0,0,0,0,0,0,0,614,33,16,132,43,33,805,838,3,8,5,9,6,2464,0.0,4.0
41883.0,32,1,0,0,0,0,0,0,0,0,0,32,16,34,41,73,116,80,196,3,4,2,3,7,2626,3.0,1.0
59809.0,44,0,2,0,0,0,0,0,0,0,0,598,41,16,141,32,49,779,828,3,3,3,6,8,2778,4.0,1.0
23957.0,45,1,0,0,0,0,0,0,0,1,0,2,11,1,18,20,16,36,52,1,2,0,3,6,2768,4.0,1.0
38547.0,39,1,0,1,0,0,0,0,0,0,0,6,1,1,10,0,4,14,18,1,1,0,2,8,2464,3.0,1.0
35688.0,47,2,1,0,0,0,0,0,0,0,0,73,1,3,90,12,32,147,179,7,4,1,4,8,2835,4.0,3.0
49605.0,54,0,0,0,0,0,0,0,0,0,0,42,20,16,29,12,8,111,119,1,2,1,4,3,2167,4.0,2.0
59354.0,67,0,2,0,0,0,0,0,0,0,0,295,13,21,78,39,13,433,446,1,4,4,7,3,2225,4.0,2.0
65747.0,51,0,1,0,0,0,0,1,0,0,1,346,13,17,48,23,13,434,447,4,8,1,6,6,2273,4.0,1.0
46344.0,48,0,1,0,0,0,0,0,0,0,0,233,20,20,57,8,91,247,338,4,7,1,5,7,2721,3.0,3.0
34176.0,32,1,0,0,0,0,0,0,0,0,0,5,14,7,24,19,20,49,69,4,3,0,4,6,2207,0.0,1.0
61010.0,68,0,1,0,0,0,0,0,0,0,0,888,0,0,57,0,76,869,945,2,8,5,11,5,2787,3.0,4.0
69372.0,71,0,0,0,0,0,0,1,1,1,2,997,13,26,269,34,42,1297,1339,1,10,4,6,4,2654,3.0,1.0
49967.0,62,0,1,0,0,0,0,0,0,0,0,212,12,6,69,4,3,300,303,3,6,1,5,7,2515,0.0,1.0
60199.0,42,1,2,0,0,0,0,0,0,0,0,8,0,1,7,2,0,18,18,1,0,0,3,4,2449,0.0,1.0
55375.0,43,0,1,0,0,0,0,0,0,0,0,42,28,11,57,10,14,134,148,1,1,1,6,2,2414,3.0,1.0
80317.0,65,0,0,0,0,0,0,0,0,0,0,536,91,11,387,149,57,1117,1174,1,3,4,10,1,2472,0.0,1.0
30523.0,62,2,1,0,0,0,0,0,0,0,0,5,0,0,3,0,5,3,8,1,1,0,2,7,2522,0.0,2.0
70356.0,75,0,0,0,0,0,0,0,0,0,0,1349,16,16,249,43,33,1640,1673,2,10,6,9,6,2760,4.0,4.0
23228.0,36,1,0,0,0,0,0,0,0,0,0,53,4,3,49,7,5,111,116,4,3,0,4,8,2334,4.0,1.0
74165.0,45,0,0,0,0,0,0,0,0,0,0,1001,12,12,240,16,12,1269,1281,1,5,4,10,2,2583,1.0,4.0
43482.0,54,2,1,0,0,0,0,0,0,0,0,18,3,1,32,6,28,32,60,3,2,0,4,6,2387,3.0,1.0
62551.0,67,0,0,0,0,0,1,0,0,0,1,125,21,16,98,134,27,367,394,1,6,7,4,3,2382,1.0,1.0
52332.0,61,0,0,0,0,0,0,1,0,0,1,212,0,5,33,7,2,255,257,1,3,2,6,4,2464,1.0,1.0
66951.0,32,0,0,0,0,0,0,0,0,0,0,277,76,162,305,173,124,869,993,1,3,4,7,1,2398,0.0,1.0
26091.0,63,1,1,0,0,0,0,0,0,0,0,15,17,10,19,8,20,49,69,3,2,1,3,5,2283,3.0,1.0
33456.0,55,1,1,0,0,0,0,0,0,0,0,7,1,3,10,8,7,22,29,2,1,0,3,7,2228,3.0,1.0
28718.0,38,1,0,0,0,0,0,0,0,0,0,12,8,4,6,11,16,25,41,2,2,0,3,8,2510,4.0,1.0
50447.0,50,2,0,0,0,0,0,0,0,0,0,85,3,7,24,2,27,94,121,1,3,1,3,6,2228,4.0,1.0
53537.0,61,1,1,0,0,0,0,0,0,0,0,81,0,0,6,0,6,81,87,2,2,1,3,5,2309,3.0,4.0
52074.0,53,0,1,0,0,0,1,0,0,0,1,59,0,0,12,0,48,23,71,1,2,2,2,4,2245,0.0,1.0
80427.0,45,0,1,0,0,0,0,0,0,0,0,1149,71,71,449,69,26,1783,1809,1,11,8,8,5,2814,4.0,4.0
83837.0,72,0,0,0,1,0,0,1,0,1,2,847,89,66,119,86,111,1096,1207,1,9,10,5,4,2719,4.0,4.0
38853.0,50,1,1,0,0,0,0,0,0,0,0,29,0,0,14,0,2,41,43,2,2,0,3,7,2196,4.0,4.0
38285.0,61,2,1,0,0,0,0,0,0,0,0,2,0,0,5,2,1,8,9,1,0,0,3,2,2164,3.0,1.0
78497.0,69,0,0,0,1,0,0,0,0,0,1,207,0,26,447,75,223,532,755,1,5,7,12,2,2369,4.0,3.0
51650.0,44,0,1,0,0,0,0,0,0,0,0,152,5,3,22,2,7,177,184,1,4,1,4,5,2208,4.0,4.0
16248.0,32,1,0,0,0,0,0,0,0,0,0,12,12,11,10,3,9,39,48,3,2,1,3,6,2209,4.0,3.0
66835.0,74,0,0,0,0,0,0,0,0,0,0,620,17,26,195,34,141,751,892,1,6,4,13,2,2433,4.0,2.0
30477.0,36,1,0,0,0,0,0,0,0,0,0,47,0,1,6,0,12,42,54,1,1,1,3,6,2317,4.0,2.0
28249.0,59,0,0,0,0,0,0,0,0,0,0,1,14,9,7,2,10,23,33,1,2,0,3,6,2173,4.0,0.0
25271.0,37,1,0,0,0,0,0,0,0,0,0,10,4,1,18,10,7,36,43,1,1,1,2,9,2730,4.0,1.0
32303.0,50,0,1,0,0,0,0,0,0,0,0,35,0,0,2,0,2,35,37,2,1,0,4,5,2272,0.0,4.0
61286.0,54,0,1,0,0,0,0,0,0,0,0,356,9,0,107,19,117,374,491,2,7,1,8,5,2490,4.0,1.0
74068.0,44,0,0,0,0,0,0,0,0,0,0,783,76,30,537,140,15,1551,1566,1,4,10,9,2,2626,4.0,1.0
45759.0,56,1,1,0,0,0,0,0,0,0,0,42,0,1,18,3,4,60,64,2,2,0,3,7,2650,4.0,4.0
24882.0,42,1,0,0,0,0,1,0,0,0,1,1,0,4,10,29,36,8,44,1,1,1,2,6,2817,3.0,0.0
66973.0,31,0,0,0,0,0,0,0,0,0,0,466,113,22,432,147,102,1078,1180,1,8,7,12,3,2567,3.0,4.0
38872.0,32,1,0,0,0,0,0,0,0,0,0,23,19,3,21,3,22,47,69,2,3,0,3,8,2554,4.0,1.0
51148.0,47,1,1,0,0,0,0,0,0,0,0,235,9,6,45,8,12,291,303,4,5,1,6,6,2655,4.0,1.0
31353.0,43,1,1,0,0,0,0,0,0,0,0,10,1,0,10,3,7,17,24,2,1,1,2,8,2341,4.0,1.0
69661.0,40,0,0,0,0,0,0,0,0,0,0,656,16,16,106,32,8,818,826,1,7,3,12,3,2206,4.0,2.0
80067.0,66,0,0,0,0,0,0,0,1,0,1,519,173,17,813,27,51,1498,1549,1,4,6,6,2,2442,4.0,1.0
86718.0,66,0,0,0,0,0,0,0,0,0,0,344,33,189,482,50,172,926,1098,1,5,6,5,2,2687,4.0,1.0
46854.0,47,1,1,0,0,0,1,0,0,1,1,96,1,1,79,7,79,105,184,6,5,1,3,8,2249,0.0,4.0
69142.0,68,0,1,0,0,0,0,1,0,0,1,448,4,4,34,6,39,457,496,3,8,1,7,5,2159,1.0,1.0
75922.0,52,0,0,0,0,0,0,0,0,0,0,265,23,138,553,224,92,1111,1203,1,4,4,9,1,2361,0.0,1.0
63693.0,42,0,1,0,0,0,0,0,0,0,0,587,87,43,337,42,54,1042,1096,3,11,6,9,6,2417,1.0,1.0
102160.0,43,0,0,0,1,0,0,1,1,1,3,763,176,29,138,76,58,1124,1182,0,7,9,10,4,2763,3.0,4.0
40637.0,55,1,1,0,0,0,0,0,0,0,0,22,0,0,13,0,3,32,35,2,1,0,3,7,2506,0.0,4.0
18890.0,36,0,0,0,0,0,1,0,0,1,1,6,2,4,1,7,15,5,20,1,0,1,2,6,2755,0.0,2.0
29604.0,32,1,0,0,0,0,1,0,0,0,1,7,6,6,13,7,14,25,39,1,1,0,3,9,2362,3.0,1.0
48721.0,57,1,1,0,0,0,0,0,0,0,0,81,13,18,113,47,21,251,272,6,4,2,5,6,2571,1.0,2.0
44794.0,54,0,1,0,0,0,0,0,0,0,0,54,0,0,7,0,4,57,61,1,2,0,3,6,2180,4.0,1.0
64497.0,66,0,1,0,0,0,1,0,0,1,1,1170,32,48,320,42,192,1420,1612,5,11,4,9,8,2816,1.0,1.0
46097.0,64,0,1,0,0,0,0,0,0,0,0,72,4,24,68,65,8,225,233,5,3,1,6,4,2614,3.0,1.0
77972.0,66,0,0,0,0,0,0,0,0,0,0,613,102,22,319,33,12,1077,1089,1,4,6,9,1,2262,3.0,1.0
44377.0,52,1,1,0,0,0,0,0,0,0,0,224,0,0,30,0,10,244,254,8,5,1,5,8,2791,4.0,4.0
46014.0,46,1,1,0,0,0,0,0,0,0,0,410,9,0,59,19,44,453,497,10,7,1,8,7,2683,3.0,2.0
70951.0,35,0,0,0,0,0,0,0,0,0,0,239,87,10,554,254,54,1090,1144,1,3,4,9,1,2580,4.0,1.0
41443.0,43,1,0,0,0,0,0,0,0,0,0,171,19,7,171,25,89,304,393,6,8,1,5,8,2248,4.0,1.0
52195.0,42,2,1,0,0,0,0,0,0,0,0,12,0,0,4,0,1,15,16,1,1,0,2,8,2207,0.0,3.0
83790.0,72,0,0,0,0,0,0,1,1,0,2,1076,48,16,417,42,16,1583,1599,1,8,10,6,3,2385,4.0,2.0
44551.0,66,0,1,0,0,0,0,0,0,0,0,182,0,4,33,0,66,153,219,2,4,1,5,7,2461,2.0,2.0
69508.0,40,1,0,0,0,0,0,0,0,0,0,824,32,32,162,42,43,1049,1092,2,11,4,11,6,2751,3.0,1.0
45204.0,32,1,0,0,0,0,0,0,0,0,0,30,1,11,25,29,18,78,96,1,1,1,4,3,2238,3.0,3.0
72460.0,51,0,0,0,0,0,0,0,0,0,0,377,30,10,540,80,10,1027,1037,1,3,5,7,1,2386,4.0,1.0
77622.0,50,0,2,0,0,0,0,0,0,0,0,520,0,7,154,19,14,686,700,2,6,3,11,3,2235,3.0,4.0
